


Bayesian estimates
==================

Locus Parameter        2.5%      25.0%    mode     75.0%   97.5%     median   mean
   14  Theta_9         0.00108  0.00193  0.00246  0.00306  0.00455  0.00263  0.00272
   14  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   901.70
   14  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   754.49
   14  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   716.28
   14  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   722.72
   14  M_6->7             0.00     0.00  1525.88 28076.17 64086.91 28381.35   773.73
   14  M_7->8             0.00     0.00  1525.88 28076.17 64086.91 28381.35   777.83
   14  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   736.73
   14  D_6->1          0.00000  0.00013  0.00090  0.00160  0.00327  0.00143  0.00094
   14  D_2->3          0.00000  0.00013  0.00090  0.00160  0.00327  0.00143  0.00095
   14  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00106
   14  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00110
   14  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00111
   14  D_6->7          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00105
   14  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00113
   14  D_8->9          0.00000  0.00027  0.00103  0.00180  0.00353  0.00157  0.00110
   15  Theta_1         0.00060  0.00142  0.00194  0.00254  0.00410  0.00213  0.00225
   15  Theta_2         0.00012  0.00073  0.00111  0.00150  0.00235  0.00118  0.00122
   15  Theta_3         0.00013  0.00082  0.00127  0.00176  0.00305  0.00143  0.00152
   15  Theta_4         0.00054  0.00129  0.00177  0.00229  0.00360  0.00191  0.00199
   15  Theta_5         0.00098  0.00187  0.00241  0.00296  0.00432  0.00252  0.00260
   15  Theta_6         0.00063  0.00139  0.00186  0.00237  0.00356  0.00199  0.00205
   15  Theta_7         0.00061  0.00140  0.00190  0.00244  0.00383  0.00205  0.00214
   15  Theta_8         0.00067  0.00151  0.00203  0.00259  0.00407  0.00219  0.00228
   15  Theta_9         0.00105  0.00197  0.00249  0.00312  0.00455  0.00266  0.00274
   15  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   848.15
   15  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   762.61
   15  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   693.65
   15  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   706.27
   15  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   754.32
   15  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   749.43
   15  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   713.03
   15  D_6->1          0.00000  0.00020  0.00097  0.00167  0.00327  0.00143  0.00098
   15  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00143  0.00096
   15  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00106
   15  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00112
   15  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00110
   15  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00109
   15  D_7->8          0.00000  0.00027  0.00103  0.00180  0.00347  0.00150  0.00109
   15  D_8->9          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00116
   16  Theta_1         0.00057  0.00140  0.00191  0.00250  0.00405  0.00210  0.00221
   16  Theta_2         0.00017  0.00082  0.00122  0.00163  0.00258  0.00130  0.00135
   16  Theta_3         0.00020  0.00093  0.00139  0.00191  0.00327  0.00155  0.00166
   16  Theta_4         0.00065  0.00151  0.00205  0.00264  0.00414  0.00221  0.00231
   16  Theta_5         0.00105  0.00194  0.00248  0.00308  0.00447  0.00263  0.00270
   16  Theta_6         0.00066  0.00145  0.00193  0.00246  0.00384  0.00208  0.00216
   16  Theta_7         0.00064  0.00146  0.00196  0.00252  0.00393  0.00211  0.00220
   16  Theta_8         0.00070  0.00153  0.00204  0.00259  0.00401  0.00218  0.00227
   16  Theta_9         0.00111  0.00212  0.00269  0.00330  0.00490  0.00284  0.00293
   16  M_2->3             0.00     0.00  1525.88 28076.17 64086.91 28381.35   806.28
   16  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   751.10
   16  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   679.99
   16  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   684.62
   16  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   731.49
   16  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   717.06
   16  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   694.88
   16  D_6->1          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00104
   16  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00150  0.00100
   16  D_3->4          0.00000  0.00027  0.00103  0.00180  0.00333  0.00150  0.00107
   16  D_4->5          0.00000  0.00033  0.00117  0.00193  0.00347  0.00157  0.00119
   16  D_5->6          0.00000  0.00033  0.00110  0.00187  0.00340  0.00157  0.00113
   16  D_6->7          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00113
   16  D_7->8          0.00000  0.00027  0.00110  0.00187  0.00347  0.00157  0.00115
   16  D_8->9          0.00000  0.00033  0.00117  0.00193  0.00360  0.00157  0.00118
   17  Theta_1         0.00056  0.00134  0.00185  0.00242  0.00393  0.00204  0.00214
   17  Theta_2         0.00014  0.00078  0.00117  0.00157  0.00248  0.00125  0.00129
   17  Theta_3         0.00016  0.00086  0.00132  0.00182  0.00311  0.00147  0.00157
   17  Theta_4         0.00058  0.00134  0.00182  0.00234  0.00367  0.00196  0.00205
   17  Theta_5         0.00098  0.00190  0.00244  0.00301  0.00446  0.00257  0.00266
   17  Theta_6         0.00063  0.00142  0.00190  0.00240  0.00366  0.00202  0.00209
   17  Theta_7         0.00062  0.00140  0.00190  0.00245  0.00386  0.00206  0.00216
   17  Theta_8         0.00071  0.00157  0.00208  0.00270  0.00423  0.00228  0.00239
   17  Theta_9         0.00120  0.00211  0.00270  0.00331  0.00478  0.00284  0.00292
   17  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   807.85
   17  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   735.14
   17  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   685.65
   17  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   708.75
   17  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   731.56
   17  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   733.07
   17  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   693.82
   17  D_6->1          0.00000  0.00020  0.00097  0.00173  0.00333  0.00150  0.00102
   17  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00327  0.00150  0.00101
   17  D_3->4          0.00000  0.00027  0.00103  0.00180  0.00333  0.00150  0.00106
   17  D_4->5          0.00000  0.00027  0.00110  0.00187  0.00347  0.00157  0.00116
   17  D_5->6          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00109
   17  D_6->7          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00109
   17  D_7->8          0.00000  0.00027  0.00103  0.00180  0.00340  0.00150  0.00108
   17  D_8->9          0.00000  0.00033  0.00117  0.00193  0.00353  0.00157  0.00118
   18  Theta_1         0.00068  0.00158  0.00215  0.00278  0.00443  0.00233  0.00245
   18  Theta_2         0.00014  0.00079  0.00120  0.00161  0.00256  0.00128  0.00133
   18  Theta_3         0.00021  0.00092  0.00141  0.00193  0.00335  0.00158  0.00169
   18  Theta_4         0.00070  0.00151  0.00204  0.00266  0.00420  0.00224  0.00235
   18  Theta_5         0.00116  0.00208  0.00263  0.00327  0.00469  0.00280  0.00287
   18  Theta_6         0.00068  0.00150  0.00199  0.00257  0.00405  0.00217  0.00227
   18  Theta_7         0.00073  0.00159  0.00215  0.00277  0.00438  0.00235  0.00245
   18  Theta_8         0.00079  0.00169  0.00226  0.00288  0.00449  0.00243  0.00253
   18  Theta_9         0.00121  0.00219  0.00282  0.00345  0.00511  0.00297  0.00307
   18  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   812.85
   18  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   737.71
   18  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   666.37
   18  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   686.61
   18  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   729.54
   18  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   710.46
   18  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   677.61
   18  D_6->1          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00104
   18  D_2->3          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00106
   18  D_3->4          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00112
   18  D_4->5          0.00000  0.00033  0.00117  0.00193  0.00353  0.00163  0.00123
   18  D_5->6          0.00000  0.00033  0.00117  0.00193  0.00353  0.00163  0.00120
   18  D_6->7          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00113
   18  D_7->8          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00116
   18  D_8->9          0.00000  0.00033  0.00117  0.00193  0.00367  0.00163  0.00123
   19  Theta_1         0.00046  0.00126  0.00175  0.00230  0.00370  0.00191  0.00200
   19  Theta_2         0.00007  0.00067  0.00105  0.00142  0.00222  0.00111  0.00114
   19  Theta_3         0.00010  0.00079  0.00123  0.00170  0.00294  0.00136  0.00145
   19  Theta_4         0.00047  0.00125  0.00172  0.00224  0.00358  0.00186  0.00195
   19  Theta_5         0.00096  0.00176  0.00227  0.00282  0.00411  0.00241  0.00247
   19  Theta_6         0.00052  0.00128  0.00173  0.00223  0.00345  0.00186  0.00193
   19  Theta_7         0.00053  0.00129  0.00177  0.00229  0.00359  0.00191  0.00199
   19  Theta_8         0.00057  0.00134  0.00180  0.00234  0.00372  0.00197  0.00206
   19  Theta_9         0.00101  0.00189  0.00241  0.00302  0.00446  0.00258  0.00267
   19  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   865.41
   19  M_3->4             0.00     0.00  1525.88 28076.17 64086.91 28381.35   769.44
   19  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   709.12
   19  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   717.66
   19  M_6->7             0.00     0.00  1525.88 28076.17 64086.91 28381.35   768.72
   19  M_7->8             0.00     0.00  1525.88 28076.17 64086.91 28381.35   771.50
   19  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   731.80
   19  D_6->1          0.00000  0.00013  0.00090  0.00160  0.00327  0.00143  0.00096
   19  D_2->3          0.00000  0.00013  0.00090  0.00160  0.00327  0.00143  0.00095
   19  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00103
   19  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
   19  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00112
   19  D_6->7          0.00000  0.00020  0.00103  0.00173  0.00340  0.00150  0.00107
   19  D_7->8          0.00000  0.00027  0.00103  0.00180  0.00347  0.00150  0.00108
   19  D_8->9          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00111
   20  Theta_1         0.00051  0.00130  0.00180  0.00236  0.00378  0.00197  0.00206
   20  Theta_2         0.00015  0.00078  0.00118  0.00157  0.00251  0.00126  0.00130
   20  Theta_3         0.00014  0.00082  0.00127  0.00175  0.00305  0.00141  0.00151
   20  Theta_4         0.00054  0.00131  0.00179  0.00229  0.00358  0.00191  0.00199
   20  Theta_5         0.00103  0.00186  0.00238  0.00295  0.00439  0.00253  0.00261
   20  Theta_6         0.00067  0.00146  0.00194  0.00245  0.00375  0.00207  0.00215
   20  Theta_7         0.00056  0.00136  0.00186  0.00240  0.00380  0.00201  0.00210
   20  Theta_8         0.00062  0.00143  0.00191  0.00246  0.00385  0.00207  0.00216
   20  Theta_9         0.00110  0.00198  0.00252  0.00312  0.00460  0.00268  0.00277
   20  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   845.44
   20  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   753.72
   20  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   680.29
   20  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   708.95
   20  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   744.61
   20  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   740.67
   20  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   722.25
   20  D_6->1          0.00000  0.00020  0.00097  0.00173  0.00333  0.00150  0.00102
   20  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00333  0.00150  0.00100
   20  D_3->4          0.00000  0.00027  0.00103  0.00180  0.00333  0.00150  0.00107
   20  D_4->5          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
   20  D_5->6          0.00000  0.00027  0.00110  0.00180  0.00340  0.00157  0.00111
   20  D_6->7          0.00000  0.00027  0.00110  0.00180  0.00347  0.00157  0.00111
   20  D_7->8          0.00000  0.00027  0.00110  0.00180  0.00353  0.00157  0.00113
   20  D_8->9          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00115
   21  Theta_1         0.00059  0.00146  0.00202  0.00264  0.00424  0.00221  0.00232
   21  Theta_2         0.00011  0.00074  0.00113  0.00153  0.00248  0.00122  0.00126
   21  Theta_3         0.00018  0.00092  0.00139  0.00192  0.00339  0.00157  0.00168
   21  Theta_4         0.00072  0.00161  0.00218  0.00283  0.00450  0.00238  0.00250
   21  Theta_5         0.00103  0.00198  0.00252  0.00314  0.00461  0.00268  0.00277
   21  Theta_6         0.00078  0.00165  0.00218  0.00280  0.00431  0.00237  0.00247
   21  Theta_7         0.00065  0.00147  0.00197  0.00260  0.00413  0.00219  0.00230
   21  Theta_8         0.00067  0.00153  0.00205  0.00263  0.00410  0.00221  0.00231
   21  Theta_9         0.00120  0.00225  0.00279  0.00351  0.00496  0.00298  0.00304
   21  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   821.50
   21  M_3->4             0.00     0.00  1525.88 27465.82 64086.91 27771.00   748.35
   21  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   629.74
   21  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   701.93
   21  M_6->7             0.00     0.00  1525.88 27465.82 64086.91 27771.00   716.34
   21  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   732.17
   21  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   718.35
   21  D_6->1          0.00000  0.00020  0.00103  0.00173  0.00347  0.00150  0.00107
   21  D_2->3          0.00000  0.00020  0.00097  0.00167  0.00333  0.00150  0.00100
   21  D_3->4          0.00000  0.00020  0.00103  0.00173  0.00333  0.00150  0.00106
   21  D_4->5          0.00000  0.00040  0.00123  0.00207  0.00367  0.00163  0.00128
   21  D_5->6          0.00000  0.00027  0.00110  0.00187  0.00353  0.00157  0.00116
   21  D_6->7          0.00000  0.00033  0.00117  0.00193  0.00360  0.00157  0.00119
   21  D_7->8          0.00000  0.00027  0.00110  0.00187  0.00360  0.00157  0.00118
   21  D_8->9          0.00000  0.00033  0.00117  0.00193  0.00360  0.00163  0.00120
   22  Theta_1         0.00070  0.00162  0.00226  0.00304  0.00497  0.00256  0.00270
   22  Theta_2         0.00004  0.00071  0.00114  0.00161  0.00272  0.00128  0.00134
   22  Theta_3         0.00021  0.00096  0.00150  0.00222  0.00408  0.00183  0.00199
   22  Theta_4         0.00078  0.00173  0.00241  0.00329  0.00549  0.00279  0.00296
   22  Theta_5         0.00193  0.00356  0.00456  0.00556  0.00817  0.00484  0.00504
   22  Theta_6         0.00105  0.00205  0.00266  0.00340  0.00511  0.00288  0.00297
   22  Theta_7         0.00112  0.00209  0.00280  0.00363  0.00577  0.00309  0.00325
   22  Theta_8         0.00111  0.00231  0.00307  0.00398  0.00610  0.00336  0.00349
   22  Theta_9         0.00239  0.00361  0.00451  0.00554  0.00817  0.00487  0.00504
   22  M_2->3             0.00     0.00  1525.88 28076.17 64697.27 28381.35   909.83
   22  M_3->4             0.00     0.00  1525.88 28076.17 64086.91 28381.35   749.28
   22  M_4->5             0.00     0.00  1525.88 27465.82 64086.91 27771.00   612.00
   22  M_5->6             0.00     0.00  1525.88 27465.82 64086.91 27771.00   427.36
   22  M_6->7             0.00     0.00  1525.88 28076.17 64086.91 28381.35   778.30
   22  M_7->8             0.00     0.00  1525.88 27465.82 64086.91 27771.00   658.03
   22  M_8->9             0.00     0.00  1525.88 27465.82 64086.91 27771.00   702.01
   22  D_6->1          0.00000  0.00027  0.00110  0.00187  0.00367  0.00157  0.00117
   22  D_2->3          0.00000  0.00027  0.00117  0.00193  0.00387  0.00163  0.00125
   22  D_3->4          0.00000  0.00040  0.00123  0.00207  0.00387  0.00170  0.00131
   22  D_4->5          0.00000  0.00053  0.00143  0.00227  0.00407  0.00183  0.00150
   22  D_5->6          0.00000  0.00073  0.00177  0.00267  0.00473  0.00210  0.00190
   22  D_6->7          0.00000  0.00020  0.00110  0.00180  0.00367  0.00157  0.00114
   22  D_7->8          0.00000  0.00040  0.00130  0.00207  0.00393  0.00170  0.00137
   22  D_8->9          0.00000  0.00047  0.00137  0.00220  0.00413  0.00177  0.00148
